date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:23:25	2048/2048	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fc506ab-800%22	http://paul-themes.com/html/gilber/assets/img/root/logo.svg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/logo.svg	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:00	205409/205409	---M--	200	added ('OK')	image/jpeg	etag:%225fc50691-32261%22	http://paul-themes.com/html/gilber/assets/img/project-01.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/project-01.jpg	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:34	201948/201948	---M--	200	added ('OK')	image/jpeg	etag:%225fc50690-314dc%22	http://paul-themes.com/html/gilber/assets/img/project-03.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/project-03.jpg	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:36	13241/13241	---MCZ	200	added ('OK')	text/html	etag:W/%2233b9-5b5541cc36100%22	http://paul-themes.com/html/gilber/single-product.html	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/single-product.html	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:37	1279/1279	---M--	200	added ('OK')	image/png	etag:%225fc506a9-4ff%22	http://paul-themes.com/html/gilber/assets/img/root/behance.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/behance.png	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:37	1281/1281	---M--	200	added ('OK')	image/png	etag:%225fc506a6-501%22	http://paul-themes.com/html/gilber/assets/img/root/envato.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/envato.png	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:38	1358/1358	---M--	200	added ('OK')	image/png	etag:%225fc506aa-54e%22	http://paul-themes.com/html/gilber/assets/img/root/twitter.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/twitter.png	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:46	502521/502521	---M--	200	added ('OK')	image/jpeg	etag:%225fc50683-7aaf9%22	http://paul-themes.com/html/gilber/assets/img/home-mobile.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/home-mobile.jpg	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:48	5062/5062	---M--	200	added ('OK')	image/png	etag:%225fc506a7-13c6%22	http://paul-themes.com/html/gilber/assets/img/root/logo-01.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/logo-01.png	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:49	4594/4594	---M--	200	added ('OK')	image/png	etag:%225fc506a7-11f2%22	http://paul-themes.com/html/gilber/assets/img/root/logo-02.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/logo-02.png	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:50	4595/4595	---M--	200	added ('OK')	image/png	etag:%225fc506a8-11f3%22	http://paul-themes.com/html/gilber/assets/img/root/logo-03.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/logo-03.png	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:51	4005/4005	---M--	200	added ('OK')	image/png	etag:%225fc506a5-fa5%22	http://paul-themes.com/html/gilber/assets/img/root/logo-04.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/logo-04.png	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:53	4174/4174	---M--	200	added ('OK')	image/png	etag:%225fc506a6-104e%22	http://paul-themes.com/html/gilber/assets/img/root/logo-05.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/logo-05.png	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:54	5015/5015	---M--	200	added ('OK')	image/png	etag:%225fc506a4-1397%22	http://paul-themes.com/html/gilber/assets/img/root/logo-06.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/logo-06.png	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:55	2037/2037	---M--	200	added ('OK')	image/png	etag:%225fc506a3-7f5%22	http://paul-themes.com/html/gilber/assets/img/root/logo-07.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/logo-07.png	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:24:56	2330/2330	---M--	200	added ('OK')	image/png	etag:%225fc506aa-91a%22	http://paul-themes.com/html/gilber/assets/img/root/logo-08.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/root/logo-08.png	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:25:20	714704/714704	---M--	200	added ('OK')	image/jpeg	etag:%225fc5068f-ae7d0%22	http://paul-themes.com/html/gilber/assets/img/project-02.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/project-02.jpg	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:25:22	16448/16448	---MCZ	200	added ('OK')	text/html	etag:W/%224040-5b5541cc36100%22	http://paul-themes.com/html/gilber/single-post.html	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/single-post.html	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:26:03	412478/412478	---M--	200	added ('OK')	image/jpeg	etag:%225fc50677-64b3e%22	http://paul-themes.com/html/gilber/assets/img/blog-01.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/blog-01.jpg	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:26:04	257240/257240	---M--	200	added ('OK')	image/jpeg	etag:%225fc5067a-3ecd8%22	http://paul-themes.com/html/gilber/assets/img/blog-02.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/blog-02.jpg	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:26:04	1029216/1029216	---M--	200	added ('OK')	image/jpeg	etag:%225fc50684-fb460%22	http://paul-themes.com/html/gilber/assets/img/home.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/home.jpg	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:26:05	557796/557796	---M--	200	added ('OK')	image/jpeg	etag:%225fc5068e-882e4%22	http://paul-themes.com/html/gilber/assets/img/testimonials.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/testimonials.jpg	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:26:10	89475/89475	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225fc5066b-15d83%22	http://paul-themes.com/html/gilber/assets/vendors/jquery-3.5.1.min.js	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/vendors/jquery-3.5.1.min.js	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:26:14	354570/354570	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225fc50697-5690a%22	http://paul-themes.com/html/gilber/assets/scripts/vlt-plugins.min.js	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/scripts/vlt-plugins.min.js	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:26:14	3938/3938	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225fc50695-f62%22	http://paul-themes.com/html/gilber/assets/scripts/vlt-helpers.js	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/scripts/vlt-helpers.js	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:26:20	15816/15816	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225fc50692-3dc8%22	http://paul-themes.com/html/gilber/assets/scripts/vlt-controllers.min.js	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/scripts/vlt-controllers.min.js	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:26:26	35308/35308	---M--	200	added ('OK')	application/font-woff	etag:%225fc506ad-89ec%22	http://paul-themes.com/html/gilber/assets/fonts/Gilroy/Gilroy-Regular.woff	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/fonts/Gilroy/Gilroy-Regular.woff	(from http://paul-themes.com/html/gilber/assets/fonts/Gilroy/style.css)
09:26:26	36924/36924	---M--	200	added ('OK')	application/font-woff	etag:%225fc506af-903c%22	http://paul-themes.com/html/gilber/assets/fonts/Gilroy/Gilroy-Medium.woff	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/fonts/Gilroy/Gilroy-Medium.woff	(from http://paul-themes.com/html/gilber/assets/fonts/Gilroy/style.css)
09:26:32	36556/36556	---M--	200	added ('OK')	application/font-woff	etag:%225fc506ac-8ecc%22	http://paul-themes.com/html/gilber/assets/fonts/Gilroy/Gilroy-SemiBold.woff	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/fonts/Gilroy/Gilroy-SemiBold.woff	(from http://paul-themes.com/html/gilber/assets/fonts/Gilroy/style.css)
09:26:49	97040/97040	---M--	200	added ('OK')	application/font-woff2	etag:%225fc506e4-17b10%22	http://paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/fonts/LineIconsPro%20Regular.woff2	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/fonts/LineIconsPro%20Regular.woff2	(from http://paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/font-css/LineIcons.css)
09:27:09	263836/263836	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225fc506e1-4069c%22	http://paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/fonts/LineIconsPro%20Regular.eot	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/fonts/LineIconsPro%20Regular.eot	(from http://paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/font-css/LineIcons.css)
09:27:09	123972/123972	---M--	200	added ('OK')	application/font-woff	etag:%225fc506e2-1e444%22	http://paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/fonts/LineIconsPro%20Regular.woff	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/fonts/LineIconsPro%20Regular.woff	(from http://paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/font-css/LineIcons.css)
09:27:19	1255022/1255022	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fc506e5-13266e%22	http://paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/fonts/LineIconsPro%20Regular.svg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/fonts/LineIconsPro%20Regular.svg	(from http://paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/font-css/LineIcons.css)
09:27:25	452990/452990	---M--	200	added ('OK')	image/jpeg	etag:%225fc5068c-6e97e%22	http://paul-themes.com/html/gilber/assets/img/contact.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/contact.jpg	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:27:28	459880/459880	---M--	200	added ('OK')	image/jpeg	etag:%225fc5067c-70468%22	http://paul-themes.com/html/gilber/assets/img/blog-03.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/blog-03.jpg	(from http://paul-themes.com/html/gilber/?storefront=envato-elements)
09:27:44	110523/110523	---M--	200	added ('OK')	image/jpeg	etag:%225fc5067f-1afbb%22	http://paul-themes.com/html/gilber/assets/img/single-product-02.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/single-product-02.jpg	(from http://paul-themes.com/html/gilber/single-product.html)
09:27:55	263620/263620	---M--	200	added ('OK')	application/octet-stream	etag:%225fc506e3-405c4%22	http://paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/fonts/LineIconsPro%20Regular.ttf	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/fonts/LineIconsPro%20Regular.ttf	(from http://paul-themes.com/html/gilber/assets/fonts/LineIcons/Pro-Regular/font-css/LineIcons.css)
09:28:26	353589/353589	---M--	200	added ('OK')	image/jpeg	etag:%225fc5067e-56535%22	http://paul-themes.com/html/gilber/assets/img/single-product-03.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/single-product-03.jpg	(from http://paul-themes.com/html/gilber/single-product.html)
09:28:27	262045/262045	---M--	200	added ('OK')	image/jpeg	etag:%225fc50679-3ff9d%22	http://paul-themes.com/html/gilber/assets/img/single-product-04.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/single-product-04.jpg	(from http://paul-themes.com/html/gilber/single-product.html)
09:28:56	383478/383478	---M--	200	added ('OK')	image/jpeg	etag:%225fc5068a-5d9f6%22	http://paul-themes.com/html/gilber/assets/img/single-post-01.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/single-post-01.jpg	(from http://paul-themes.com/html/gilber/single-post.html)
09:28:58	5541/5541	---M--	200	added ('OK')	image/png	etag:%225fc5067e-15a5%22	http://paul-themes.com/html/gilber/assets/img/avatar-01.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/avatar-01.png	(from http://paul-themes.com/html/gilber/single-post.html)
09:29:00	10296/10296	---M--	200	added ('OK')	image/png	etag:%225fc50681-2838%22	http://paul-themes.com/html/gilber/assets/img/avatar-02.png	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/avatar-02.png	(from http://paul-themes.com/html/gilber/single-post.html)
09:29:01	275/275	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2002:28:44%20GMT	http://paul-themes.com/html/gilber/GET	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/GET	(from http://paul-themes.com/html/gilber/assets/scripts/vlt-plugins.min.js)
09:29:02	65/65	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2002:28:45%20GMT	http://paul-themes.com/html/gilber/handler.php	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/handler.html	(from http://paul-themes.com/html/gilber/assets/scripts/vlt-controllers.min.js)
09:29:05	203639/203639	---M--	200	added ('OK')	image/jpeg	etag:%225fc50685-31b77%22	http://paul-themes.com/html/gilber/assets/img/single-post-03.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/single-post-03.jpg	(from http://paul-themes.com/html/gilber/single-post.html)
09:29:06	229936/229936	---M--	200	added ('OK')	image/jpeg	etag:%225fc50687-38230%22	http://paul-themes.com/html/gilber/assets/img/single-post-02.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/single-post-02.jpg	(from http://paul-themes.com/html/gilber/single-post.html)
09:29:15	911607/911607	---M--	200	added ('OK')	image/jpeg	etag:%225fc50681-de8f7%22	http://paul-themes.com/html/gilber/assets/img/single-product-01.jpg	C:/Users/EVASERIES/Documents/cv/paul-themes.com/html/gilber/assets/img/single-product-01.jpg	(from http://paul-themes.com/html/gilber/single-product.html)
